# x1 x2 x3 x4 x5
# 697 5
# 697 5
 1.20000000e-01 -4.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 1.80000000e-01 -4.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 2.40000000e-01 -4.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 3.00000000e-01 -4.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 3.60000000e-01 -4.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 4.20000000e-01 -4.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 4.80000000e-01 -4.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 5.40000000e-01 -4.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.00000000e-01 -4.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.60000000e-01 -4.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 7.20000000e-01 -4.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-7.80000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-7.20000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.60000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.00000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-5.40000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-4.80000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-4.20000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-3.60000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-3.00000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-2.40000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-1.80000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-1.20000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.00000000e-02 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 0.00000000e+00 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.00000000e-02 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 1.20000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 1.80000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 2.40000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 3.00000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 3.60000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 4.20000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 4.80000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 5.40000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.00000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.60000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 7.20000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 7.80000000e-01 -4.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-7.80000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-7.20000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.60000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.00000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-5.40000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-4.80000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-4.20000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-3.60000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-3.00000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-2.40000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-1.80000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-1.20000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.00000000e-02 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 0.00000000e+00 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.00000000e-02 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 1.20000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 1.80000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 2.40000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 3.00000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 3.60000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 4.20000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 4.80000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 5.40000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.00000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.60000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 7.20000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 7.80000000e-01 -3.60000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-8.40000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-7.80000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-7.20000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.60000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.00000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-5.40000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-4.80000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-4.20000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-3.60000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-3.00000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-2.40000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-1.80000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-1.20000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.00000000e-02 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 0.00000000e+00 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.00000000e-02 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 1.20000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 1.80000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 2.40000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 3.00000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 3.60000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 4.20000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 4.80000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 5.40000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.00000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.60000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 7.20000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 7.80000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 8.40000000e-01 -3.00000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-8.40000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-7.80000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-7.20000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.60000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.00000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-5.40000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-4.80000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-4.20000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-3.60000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-3.00000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-2.40000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-1.80000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-1.20000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.00000000e-02 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 0.00000000e+00 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.00000000e-02 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 1.20000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 1.80000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 2.40000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 3.00000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 3.60000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 4.20000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 4.80000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 5.40000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.00000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.60000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 7.20000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 7.80000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 8.40000000e-01 -2.40000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-8.40000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-7.80000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-7.20000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.60000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.00000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-5.40000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-4.80000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-4.20000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-3.60000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-3.00000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-2.40000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-1.80000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-1.20000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.00000000e-02 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 0.00000000e+00 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.00000000e-02 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 1.20000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 1.80000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 2.40000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 3.00000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 3.60000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 4.20000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 4.80000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 5.40000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.00000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.60000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 7.20000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 7.80000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 8.40000000e-01 -1.80000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-8.40000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-7.80000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-7.20000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.60000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.00000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-5.40000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-4.80000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-4.20000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-3.60000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-3.00000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-2.40000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-1.80000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-1.20000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
-6.00000000e-02 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 0.00000000e+00 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 6.00000000e-02 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 1.20000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 1.80000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 2.40000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
 3.00000000e-01 -1.20000000e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00
